,fields.categorieentreprise,fields.etatadministratifunitelegale,fields.geolocetablissement,fields.trancheeffectifsunitelegale,fields.trancheeffectifsunitelegaletriable,fields.siretsiegeunitelegale,fields.siret,fields.etablissementsiege,fields.sectionunitelegale,fields.codepostaletablissement,fields.caractereemployeurunitelegale,fields.datecreationunitelegale,fields.datecreationetablissement,fields.denominationunitelegale,geometry.type,geometry.coordinates
593,PME,Active,"[48.837536, 2.356118]",3 à 5 salariés,02,45190253000026,45190253000026,oui,Autres activités de services,75013.0,Oui,2003-12-11,2005-01-05,ADRIC,Point,"[2.356118, 48.837536]"
594,PME,Active,"[48.888749, 2.373903]",3 à 5 salariés,02,50793413100032,50793413100032,oui,Autres activités de services,75019.0,Oui,2008-08-11,2019-03-22,CLICHES URBAINS,Point,"[2.373903, 48.888749]"
595,PME,Active,"[48.888952, 2.392454]",10 à 19 salariés,11,34063517600019,34063517600019,oui,Santé humaine et action sociale,75019.0,Oui,1987-01-01,1987-01-01,ASSOC PREVENTION SITE VILLETTE,Point,"[2.392454, 48.888952]"
596,PME,Active,"[48.859689, 2.382647]",1 ou 2 salariés,01,53763470100016,53763470100016,oui,"Arts, spectacles et activités récréatives",75011.0,Oui,2011-11-09,2011-11-09,COMPAGNIE MAYA,Point,"[2.382647, 48.859689]"
597,,Active,"[48.855231, 2.37359]",Etablissement non employeur,-1,45259100100014,45259100100014,oui,"Arts, spectacles et activités récréatives",75011.0,Non,1987-04-03,1987-04-03,ASS SPORTIVE LYCEE PROFESS MARCEL DEPREZ,Point,"[2.37359, 48.855231]"
598,ETI,Active,"[49.10486, 6.169826]",250 à 499 salariés,32,77561892900308,77561892900308,oui,Hébergement et restauration,57000.0,Oui,1983-08-10,2003-10-20,ASS MIEUX-ETRE ET LE LOGEMENT DES ISOLES,Point,"[6.169826, 49.10486]"
599,,Active,"[48.835183, 2.399066]",,,82041095900036,82041095900036,oui,Autres activités de services,75012.0,Non,2016-03-22,2018-06-07,UNIR - UNIVERSITES ET REFUGIE-E-S,Point,"[2.399066, 48.835183]"
600,PME,Active,"[48.82563, 2.344986]",1 ou 2 salariés,01,40266469200041,40266469200041,oui,"Arts, spectacles et activités récréatives",75013.0,Oui,1992-12-06,2017-03-18,DIFE KAKO,Point,"[2.344986, 48.82563]"
601,PME,Active,"[48.850736, 2.294359]",1 ou 2 salariés,01,42845992900025,42845992900025,oui,Autres activités de services,75015.0,Oui,1989-01-01,2019-02-01,ASS  PARIS AMICALE CAMOU,Point,"[2.294359, 48.850736]"
602,PME,Active,"[48.876667, 2.370461]",0 salarié,00,75371115900024,75371115900024,oui,Autres activités de services,75010.0,Oui,2012-10-01,2013-03-01,QUATORZE,Point,"[2.370461, 48.876667]"
603,,Active,"[48.886975, 2.369857]",,,82406999100019,82406999100019,oui,Autres activités de services,75019.0,Non,2016-09-27,2016-09-27,ASSOCIATION SOLIDARITE NOTRE-DAME DE TANGER,Point,"[2.369857, 48.886975]"
604,,Active,"[48.888255, 2.386167]",,,52030188800027,52030188800019,non,Autres activités de services,75019.0,Non,2008-07-25,2008-07-25,BUREAU DES ARTS DE BICHAT - LARIB',Point,"[2.386167, 48.888255]"
605,PME,Active,"[48.865688, 2.38988]",10 à 19 salariés,11,39904958400036,39904958400036,oui,Santé humaine et action sociale,75020.0,Oui,1994-06-28,2004-01-01,LE BUS DES FEMMES,Point,"[2.38988, 48.865688]"
606,PME,Active,"[48.891395, 2.34264]",3 à 5 salariés,02,43308357300025,43308357300025,oui,"Activités spécialisées, scientifiques et techniques",75018.0,Oui,1997-12-18,2010-10-07,ASSOCIATION CAIREP,Point,"[2.34264, 48.891395]"
607,PME,Active,"[48.871252, 2.356158]",10 à 19 salariés,11,41775437100058,41775437100058,oui,Autres activités de services,75010.0,Oui,1998-02-19,2015-11-25,A LA DECOUVERTE DE L'AGE LIBRE,Point,"[2.356158, 48.871252]"
608,PME,Active,"[48.880406, 2.376545]",Etablissement non employeur,-1,50763092900028,50763092900028,oui,"Arts, spectacles et activités récréatives",75019.0,Oui,2005-11-22,2014-03-01,VAGABOND VIBES,Point,"[2.376545, 48.880406]"
609,,Active,"[48.846192, 2.344581]",,,50375975500013,50375975500013,oui,Autres activités de services,75005.0,Non,2007-09-28,2007-09-28,OFFICE DU MOUVEMENT SPORTIF DU 5EME ARRONDISSEMENT  OMS,Point,"[2.344581, 48.846192]"
610,PME,Active,"[48.831587, 2.368648]",,,79062195700014,79062195700014,oui,"Arts, spectacles et activités récréatives",75013.0,Oui,2012-10-30,2012-10-30,ARTAXE,Point,"[2.368648, 48.831587]"
611,PME,Active,"[48.845507, 2.375146]",10 à 19 salariés,11,32079817600022,32079817600022,oui,Santé humaine et action sociale,75012.0,Oui,1980-11-01,1997-09-01,RELAIS 59,Point,"[2.375146, 48.845507]"
612,PME,Active,"[48.836795, 2.334516]",10 à 19 salariés,11,50459524000046,50459524000046,oui,Autres activités de services,75014.0,Oui,2008-04-11,2015-11-16,ELAN INTERCULTUREL,Point,"[2.334516, 48.836795]"
613,,Active,"[48.873048, 2.341821]",,,51202664200011,51202664200011,oui,"Arts, spectacles et activités récréatives",75009.0,Non,1962-10-24,1962-10-24,ASSOCIATION SPORTIVE DE LA GRANGE BATELIERE,Point,"[2.341821, 48.873048]"
614,PME,Active,"[48.681457, 2.101347]",3 à 5 salariés,02,53336566400010,53336566400010,oui,Autres activités de services,91400.0,Oui,2011-07-01,2011-07-01,LE CARTABLE FANTASTIQUE,Point,"[2.101347, 48.681457]"
615,,Active,"[48.20202, 3.277768]",,,79109789200024,79109789200016,non,"Arts, spectacles et activités récréatives",89100.0,Non,2012-11-11,2012-11-11,LA COMPAGNIE LES JOUEURS,Point,"[3.277768, 48.20202]"
616,,Active,"[48.886, 2.350967]",,,50965327500016,50965327500016,oui,Autres activités de services,75018.0,Non,2008-09-23,2008-09-23,BOL D'OR,Point,"[2.350967, 48.886]"
617,,Active,"[48.834555, 2.404118]",,,81265787200014,81265787200014,oui,Autres activités de services,75012.0,Non,2013-04-22,2013-04-22,ASSOCIATION SOLIDARITE INTERNATIONALE DE FEMMES AUTONOMES ET DEMOCRATES,Point,"[2.404118, 48.834555]"
618,PME,Active,"[48.89869, 2.336915]",1 ou 2 salariés,01,84841496700010,84841496700010,oui,Autres activités de services,75018.0,Oui,2018-11-19,2018-11-19,ASSOCIATION ACCORDERIE PARIS 18,Point,"[2.336915, 48.89869]"
619,PME,Active,"[48.822633, 2.361318]",1 ou 2 salariés,01,79417704800020,79417704800020,oui,Autres activités de services,75013.0,Oui,2013-03-13,2014-02-19,FLE ET COMPAGNIE,Point,"[2.361318, 48.822633]"
620,PME,Active,"[48.893573, 2.351457]",1 ou 2 salariés,01,48909505900015,48909505900015,oui,"Arts, spectacles et activités récréatives",75018.0,Oui,2006-01-01,2006-01-01,4 A 4 DIX HUIT,Point,"[2.351457, 48.893573]"
621,PME,Active,"[48.944426, 2.432786]",3 à 5 salariés,02,43322868100022,43322868100014,non,Autres activités de services,93350.0,Oui,1996-01-01,1996-01-01,ECPAT FRANCE,Point,"[2.432786, 48.944426]"
622,PME,Active,"[48.873012, 2.380302]",6 à 9 salariés,03,32119404500027,32119404500027,oui,Autres activités de services,75019.0,Oui,1981-01-02,1981-01-02,QUEL UNIVERS INVENTER,Point,"[2.380302, 48.873012]"
623,,Active,"[48.830836, 2.358464]",,,82235034400021,82235034400013,non,"Arts, spectacles et activités récréatives",75013.0,Non,2016-04-11,2016-04-11,48H EN SCENE!,Point,"[2.358464, 48.830836]"
624,PME,Active,"[48.82768, 2.364847]",10 à 19 salariés,11,35136224900036,35136224900036,oui,"Arts, spectacles et activités récréatives",75013.0,Oui,1988-09-01,2007-01-25,TENNIS CLUB DU XIII (TC XIII),Point,"[2.364847, 48.82768]"
625,PME,Active,"[48.855961, 2.2728]",6 à 9 salariés,03,33420396500077,33420396500051,non,"Arts, spectacles et activités récréatives",75016.0,Non,1985-10-01,2015-02-11,ASSOCIATION DE GYMNASTIQUE VOLONTAIRE PASSY TROCADERO,Point,"[2.2728, 48.855961]"
626,,Active,"[48.885934, 2.378129]",Etablissement non employeur,-1,47841030100012,47841030100012,oui,"Arts, spectacles et activités récréatives",75019.0,Non,2003-07-07,2003-07-07,ASS SPORTIVE DU COLL SONIA-DELAUNAY,Point,"[2.378129, 48.885934]"
627,,Active,"[48.863941, 2.276653]",,,50739060700012,50739060700012,oui,Autres activités de services,75016.0,Non,1984-12-27,1984-12-27,SOLIDARITE LOGEMENT,Point,"[2.276653, 48.863941]"
628,PME,Active,"[48.881233, 2.36397]",20 à 49 salariés,12,48338140600048,48338140600048,oui,Santé humaine et action sociale,75010.0,Oui,2005-06-14,2016-01-18,ENSEMBLE PARIS EMPLOI COMPETENCES,Point,"[2.36397, 48.881233]"
629,PME,Active,"[48.856375, 2.278211]",1 ou 2 salariés,01,80060253400029,80060253400029,oui,"Arts, spectacles et activités récréatives",75016.0,Oui,2014-01-31,2018-10-03,COMPAGNIE OPERA SUR LE TOIT,Point,"[2.278211, 48.856375]"
630,PME,Active,"[48.91621, 2.344189]",10 à 19 salariés,11,48392121900059,48392121900059,oui,"Activités spécialisées, scientifiques et techniques",93200.0,Oui,2004-10-23,2017-03-29,OBSERVATOIRE REGIONAL DU BRUIT EN IDF,Point,"[2.344189, 48.91621]"
631,PME,Active,"[48.84907, 2.373664]",,,82778060200013,82778060200013,oui,Enseignement,75012.0,Oui,2017-01-27,2017-01-27,SEPHORA BERREBI,Point,"[2.373664, 48.84907]"
632,PME,Active,"[48.850732, 2.30134]",1 ou 2 salariés,01,83795357900013,83795357900013,oui,Santé humaine et action sociale,75015.0,Oui,2017-10-13,2017-10-13,LA NUIT DU HANDICAP,Point,"[2.30134, 48.850732]"
633,PME,Active,"[48.832818, 2.370745]",6 à 9 salariés,03,32450071900020,32450071900020,oui,"Arts, spectacles et activités récréatives",75013.0,Oui,1977-04-23,1994-01-03,LA MAISON OUVERTE,Point,"[2.370745, 48.832818]"
634,PME,Active,"[48.895123, 2.343375]",,,84889959700035,84889959700019,non,Santé humaine et action sociale,75018.0,Non,2019-01-21,2019-01-21,YEOBI,Point,"[2.343375, 48.895123]"
635,PME,Active,"[48.829608, 2.317746]",3 à 5 salariés,02,49812151600039,49812151600039,oui,Autres activités de services,75014.0,Oui,2007-02-19,2018-07-09,CINE-MA DIFFERENCE,Point,"[2.317746, 48.829608]"
636,,Active,"[44.848684, -0.597448]",,,84832750800018,84832750800018,oui,Santé humaine et action sociale,33000.0,Non,2019-02-12,2019-02-12,AGIR ENSEMBLE POUR L'INCLUSION ET L'AUTONOMIE,Point,"[-0.597448, 44.848684]"
637,PME,Active,"[48.886554, 2.371213]",1 ou 2 salariés,01,44323364800015,44323364800015,oui,"Arts, spectacles et activités récréatives",75019.0,Oui,1999-05-27,1999-05-27,R.STYLE,Point,"[2.371213, 48.886554]"
638,PME,Active,"[48.836016, 2.322002]",3 à 5 salariés,02,50408420300018,50408420300018,oui,"Arts, spectacles et activités récréatives",75014.0,Oui,2006-03-30,2006-03-30,ASSOCIATION CULTURE & HOPITAL,Point,"[2.322002, 48.836016]"
639,PME,Active,"[48.895687, 2.348229]",1 ou 2 salariés,01,50816049600024,50816049600024,oui,Autres activités de services,75018.0,Oui,2008-06-30,2015-12-15,ARTS TRADITIONNELS ET NOUVELLES TECHNOLOGIES DU 18EME ARRONDISSEMENT,Point,"[2.348229, 48.895687]"
640,,Active,"[48.872309, 2.363608]",,,51157530000013,51157530000013,oui,Autres activités de services,75010.0,Non,1974-10-04,1974-10-04,ASSOCIATION SPORTIVE DU COLLEGE LOUISE MICHEL,Point,"[2.363608, 48.872309]"
641,PME,Active,"[48.841314, 2.353483]",1 ou 2 salariés,01,40110389000026,40110389000026,oui,Santé humaine et action sociale,75005.0,Oui,1993-07-28,2000-05-20,ASSOCIATION COEUR DU CINQ,Point,"[2.353483, 48.841314]"
642,PME,Active,"[48.88307, 2.389961]",3 à 5 salariés,02,44412858100030,44412858100030,oui,Autres activités de services,75019.0,Oui,2002-05-10,2007-06-15,DEBROUILLE COMPAGNIE,Point,"[2.389961, 48.88307]"
643,PME,Active,"[48.829821, 2.366518]",3 à 5 salariés,02,53108480400016,53108480400016,oui,Autres activités de services,75013.0,Oui,2011-02-18,2011-02-18,ASSOC.POUR DEVELOPPEMENT POLE SANTE PARIS 13,Point,"[2.366518, 48.829821]"
644,PME,Active,"[48.830557, 2.318582]",3 à 5 salariés,02,42076712100049,42076712100049,oui,Autres activités de services,75014.0,Oui,1996-09-30,2016-12-15,ASS DO JEUNES CLUB,Point,"[2.318582, 48.830557]"
645,,Active,"[48.871864, 2.32826]",,,75247297700012,75247297700012,oui,Autres activités de services,75009.0,Non,2007-07-12,2007-07-12,ASSOCIATION DES COMMERCANTS ARTISANS PRESTATAIRES DE SERVICE PROFESSIONNELS LIBERAUX DES RUES CAUMARTIN BOUDREAU ANNEXES,Point,"[2.32826, 48.871864]"
646,,Active,"[48.846225, 2.32384]",Etablissement non employeur,-1,42847832500015,42847832500015,oui,Autres activités de services,75006.0,Non,1981-01-01,1981-01-01,ASS  CENTRE ACTION SOCIALE N D DES ANGES,Point,"[2.32384, 48.846225]"
647,PME,Active,"[48.880406, 2.376545]",1 ou 2 salariés,01,45267899800025,45267899800025,oui,"Arts, spectacles et activités récréatives",75019.0,Oui,2004-03-03,2014-08-12,LE LAMPION,Point,"[2.376545, 48.880406]"
648,,Active,"[48.885865, 2.36126]",,,81893644500019,81893644500019,oui,Santé humaine et action sociale,75018.0,Non,2015-09-29,2015-09-29,ASSOCIATION CULTURELLE DES FEMMES AFRICAINES POUR L EDUCATION DES ENFANTS,Point,"[2.36126, 48.885865]"
649,PME,Active,"[48.848506, 2.363304]",10 à 19 salariés,11,53005653000039,53005653000039,oui,"Activités spécialisées, scientifiques et techniques",75004.0,Oui,2010-12-15,2012-01-01,ASSOCIATION POUR L INSTITUT D ETUDES AVANCEES - PARIS,Point,"[2.363304, 48.848506]"
650,ETI,Active,"[48.8515, 2.269502]",500 à 999 salariés,41,31120958900127,31120958900127,oui,Santé humaine et action sociale,75016.0,Oui,1977-10-04,1996-04-25,LES JOURS HEUREUX,Point,"[2.269502, 48.8515]"
651,PME,Active,"[48.872354, 2.380198]",3 à 5 salariés,02,53139474000025,53139474000025,oui,Autres activités de services,75020.0,Oui,2000-01-11,2012-08-02,CHINOIS DE FRANCE FRANCAIS DE CHINE,Point,"[2.380198, 48.872354]"
652,PME,Active,"[48.829395, 2.246028]",3 à 5 salariés,02,41337908200022,41337908200022,oui,Autres activités de services,92100.0,Oui,1997-07-16,1999-11-01,ASSOCIATION DU LOCKED IN SYNDROME,Point,"[2.246028, 48.829395]"
653,,Active,"[48.880406, 2.376545]",Etablissement non employeur,-1,38790232300022,38790232300022,oui,Autres activités de services,75019.0,Non,1970-05-14,2002-01-01,ASS 19ème  FEDE NAT COMBAT. ALGERIE,Point,"[2.376545, 48.880406]"
654,PME,Active,"[48.840253, 2.323933]",Etablissement non employeur,-1,32692319000051,32692319000051,oui,Enseignement,75014.0,Non,1982-03-11,2016-12-01,ASSOCIATION DIAPASONS,Point,"[2.323933, 48.840253]"
655,,Active,"[48.854782, 2.278981]",,,79899677300031,79899677300031,oui,Autres activités de services,75016.0,Non,2006-10-12,2013-12-10,COEUR D'AUTEUIL,Point,"[2.278981, 48.854782]"
656,PME,Active,"[48.91078, 2.2353]",,,80777793300027,80777793300019,non,"Arts, spectacles et activités récréatives",92700.0,Oui,2014-09-16,2014-09-16,COMPAGNIE DES REVES LUCIDES,Point,"[2.2353, 48.91078]"
657,PME,Active,"[48.880318, 2.393347]",1 ou 2 salariés,01,80493698700028,80493698700010,non,Enseignement,75019.0,Oui,2014-06-18,2014-06-18,ASSOCIATION TICKET D ENTREE,Point,"[2.393347, 48.880318]"
658,,Active,"[48.847501, 2.35227]",,,87832296500012,87832296500012,oui,"Arts, spectacles et activités récréatives",75005.0,Non,2014-04-15,2014-04-15,MARAIS RUNNING CLUB MRC PARIS,Point,"[2.35227, 48.847501]"
659,,Active,"[48.807078, 2.486675]",,,49380795200020,49380795200020,oui,Autres activités de services,94100.0,Non,1966-01-13,2012-04-16,GROUPEMENT DEFENSE SANITAIRE ABEILLESVAL DE MARNE ET SEINE,Point,"[2.486675, 48.807078]"
660,PME,Active,"[48.843914, 2.316088]",20 à 49 salariés,12,32732782100069,32732782100069,oui,"Arts, spectacles et activités récréatives",75015.0,Oui,1916-09-16,2007-08-01,ASS DEP PUPILLES ENSEIGNEMENT PUBLIC,Point,"[2.316088, 48.843914]"
661,,Active,"[48.871072, 2.374827]",,,84298788500014,84298788500014,oui,Autres activités de services,75011.0,Non,2018-01-10,2018-01-10,BACKSTORY - L' ASSOCIATION DES DIPLOMES DU MASTER SCENARIO DE PARIS-NANTERRE,Point,"[2.374827, 48.871072]"
662,,Active,"[48.87346, 2.390941]",Etablissement non employeur,-1,44785644400032,44785644400024,non,"Arts, spectacles et activités récréatives",75020.0,Non,1989-02-23,2009-12-17,SPORTING CLUB BELLEVILLOIS,Point,"[2.390941, 48.87346]"
663,,Active,"[48.859379, 2.306145]",,,49910782900016,49910782900016,oui,Autres activités de services,75007.0,Non,2003-06-04,2003-06-04,COMITE D'AMENAGEMENT DU VII EME ARRDT LE VII EME D'AUJOURD'HUI ET DE DEMAIN,Point,"[2.306145, 48.859379]"
664,PME,Active,"[48.87346, 2.390941]",1 ou 2 salariés,01,81970401600032,81970401600024,non,Autres activités de services,75020.0,Oui,2016-02-29,2018-04-13,LES FRIPONS,Point,"[2.390941, 48.87346]"
665,PME,Active,"[48.82169, 2.334664]",10 à 19 salariés,11,30885088200025,30885088200025,oui,Autres activités de services,75014.0,Oui,1983-06-01,1983-06-01,ASS FRANCAISE ASTRONOMIE,Point,"[2.334664, 48.82169]"
666,PME,Active,"[48.831621, 2.369523]",1 ou 2 salariés,01,49128481600015,49128481600015,oui,Autres activités de services,75013.0,Oui,2006-06-01,2006-06-01,AU CHOEUR DE LA VILLE LA CLE DES CHANTS,Point,"[2.369523, 48.831621]"
667,,Active,"[48.872534, 2.371172]",,,83044700900010,83044700900010,oui,Autres activités de services,75010.0,Non,2017-04-25,2017-04-25,BEBE-PORTATION,Point,"[2.371172, 48.872534]"
668,ETI,Active,"[48.846596, 2.401265]",500 à 999 salariés,41,32602117700448,32602117700448,oui,Santé humaine et action sociale,75012.0,Oui,1982-09-15,2020-10-01,OPPELIA,Point,"[2.401265, 48.846596]"
669,ETI,Active,"[48.854579, 2.417068]",500 à 999 salariés,41,77573329800332,77573329800332,oui,Santé humaine et action sociale,93100.0,Oui,1985-12-01,2018-05-28,ENVOLUDIA,Point,"[2.417068, 48.854579]"
670,PME,Active,"[48.858482, 2.438806]",20 à 49 salariés,12,34260700900012,34260700900012,oui,Autres activités de services,93100.0,Oui,1986-12-01,1986-12-01,CTR PROMOT LIVRE JEUNESSE SEINE ST DENIS,Point,"[2.438806, 48.858482]"
671,PME,Active,"[48.848629, 2.411064]",0 salarié,00,81482640000016,81482640000016,oui,"Arts, spectacles et activités récréatives",75020.0,Non,2015-09-09,2015-09-09,M111,Point,"[2.411064, 48.848629]"
672,PME,Active,"[48.881784, 2.36872]",0 salarié,00,41778123400048,41778123400048,oui,"Arts, spectacles et activités récréatives",75010.0,Oui,1998-01-01,2007-04-02,LE TEMPS DES RUES,Point,"[2.36872, 48.881784]"
673,PME,Active,"[48.858559, 2.359577]",Etablissement non employeur,-1,81149085300017,81149085300017,oui,"Arts, spectacles et activités récréatives",75003.0,Oui,2015-04-29,2015-04-29,ENSEMBLE NOUVELLES PORTEES,Point,"[2.359577, 48.858559]"
674,,Active,"[48.889111, 2.3401]",,,83910629100025,83910629100017,non,Autres activités de services,75018.0,Non,2018-02-19,2018-02-19,ITAWA,Point,"[2.3401, 48.889111]"
675,PME,Active,"[48.833505, 2.386307]",20 à 49 salariés,12,52800732100011,52800732100011,oui,Autres activités de services,75012.0,Oui,2010-10-01,2010-10-01,L AGENCE PARISIENNE DU CLIMAT,Point,"[2.386307, 48.833505]"
676,PME,Active,"[48.826748, 2.306876]",1 ou 2 salariés,01,40411062900031,40411062900031,oui,"Arts, spectacles et activités récréatives",75014.0,Oui,1995-11-20,2009-05-15,CIE BOUCHE A BOUCHE,Point,"[2.306876, 48.826748]"
677,,Active,"[48.878297, 2.378089]",,,49148997700018,49148997700018,oui,Autres activités de services,75019.0,Non,2006-05-10,2006-05-10,VUE D'ENSEMBLE,Point,"[2.378089, 48.878297]"
678,,Active,"[48.820844, 2.20389]",,,84202108100018,84202108100018,oui,"Arts, spectacles et activités récréatives",92310.0,Oui,2018-07-17,2018-07-17,ANIMAL VERTICAL,Point,"[2.20389, 48.820844]"
679,,Active,"[48.864045, 2.362217]",,,83136474000025,83136474000025,oui,"Arts, spectacles et activités récréatives",75003.0,Non,2017-07-10,2021-02-01,CHOREDANZAS,Point,"[2.362217, 48.864045]"
680,PME,Active,"[48.8299, 2.346731]",10 à 19 salariés,11,78467198400044,78467198400044,oui,Santé humaine et action sociale,75013.0,Oui,1900-01-01,2012-09-25,COMITE DE PARIS DE LA LIGUE NATIONALE CONTRE LE CANCER,Point,"[2.346731, 48.8299]"
681,PME,Active,"[48.866881, 2.409166]",6 à 9 salariés,03,42894726100023,42894726100023,oui,Enseignement,75020.0,Oui,1999-09-23,2016-12-07,ASSOCIATION JEUNESSE-EDUCATION,Point,"[2.409166, 48.866881]"
682,PME,Active,"[48.825965, 2.361464]",10 à 19 salariés,11,45018205000036,45018205000036,oui,"Arts, spectacles et activités récréatives",75013.0,Oui,1997-06-20,2011-04-14,LA DOMREMY BASKET 13,Point,"[2.361464, 48.825965]"
683,PME,Active,"[48.88558, 2.352959]",6 à 9 salariés,03,44320406000026,44320406000026,oui,"Arts, spectacles et activités récréatives",75018.0,Oui,2002-08-13,2005-07-01,ASSOCIATION COMPAGNIE CAMBALACHE,Point,"[2.352959, 48.88558]"
684,PME,Active,"[48.838719, 2.397324]",6 à 9 salariés,03,32965532800030,32965532800030,oui,Santé humaine et action sociale,75012.0,Oui,1984-03-05,2013-11-25,ASS LES CROCOS CRECHE PARENTAL,Point,"[2.397324, 48.838719]"
685,PME,Active,"[48.883592, 2.380576]",1 ou 2 salariés,01,81079938700024,81079938700016,non,Autres activités de services,75019.0,Oui,2015-02-04,2015-02-04,PEPINS PRODUCTION LA PEPINIERE DE QUARTIER,Point,"[2.380576, 48.883592]"
