categorieentreprise,geolocetablissement,trancheeffectifsunitelegale,trancheeffectifsunitelegaletriable,siretsiegeunitelegale,siret,etablissementsiege,codepostaletablissement,caractereemployeurunitelegale,datecreationunitelegale,datecreationetablissement,denominationunitelegale,adresseetablissementcomplete
PME,"[48.880406, 2.376545]",1 ou 2 salariés,1,45351808600039,45351808600039,1,75019,1,2003-12-18,2012-05-14,LA LOUVE AIMANTEE,"20 RUE EDOUARD PAILLERON, 75019 PARIS 19"
Non productif,"[48.892301, 2.324621]",Etablissement non employeur,-1,82469059800019,82469059800019,1,75017,0,2016-12-23,2016-12-23,LE K.A.B.,"48 RUE GUY MOQUET, 75017 PARIS 17"
PME,"[48.842805, 2.286041]",3 à 5 salariés,2,42846328500018,42846328500018,1,75015,1,1984-01-01,1984-01-01,ASS  ESSOR SPORTIF & CULTUREL,"112 RUE DE LOURMEL, 75015 PARIS 15"
Non productif,"[48.895316, 2.349677]",Etablissement non employeur,-1,82791807900019,82791807900019,1,75018,1,2016-09-12,2016-09-12,TCM,"144 RUE DE CLIGNANCOURT, 75018 PARIS 18"
Non productif,"[48.864344, 2.372876]",Etablissement non employeur,-1,53517871900022,53517871900014,0,75011,0,2010-04-22,2010-04-22,TREIZE TER,"13 RUE TERNAUX, 75011 PARIS 11"
PME,"[48.85877, 2.375697]",10 à 19 salariés,11,31513157300042,31513157300042,1,75011,1,1979-01-01,1996-09-23,GROUPE INFORM SOUTIEN TRAVAIL IMMIGRES,"3 VILLA MARCES, 75011 PARIS 11"
PME,"[48.886428, 2.377249]",1 ou 2 salariés,1,40902833900060,40902833900060,1,75019,1,1996-05-01,2015-07-01,MOTUS,"22 RUE EURYALE DEHAYNIN, 75019 PARIS 19"
PME,"[48.885074, 2.352928]",1 ou 2 salariés,1,41367489600035,41367489600035,1,75018,1,1997-05-01,2011-07-07,PARIS MACADAM,"22 RUE DE LA GOUTTE D OR, 75018 PARIS 18"
Non productif,"[48.868956, 2.393052]",Etablissement non employeur,-1,80795998600025,80795998600025,1,75020,0,2010-01-20,2016-12-12,ASSOCIATION RENAISSANCE AFRIQUE,"129 RUE DE LA REUNION, 75020 PARIS 20"
Non productif,"[49.892368, 2.289735]",Etablissement non employeur,-1,50537610300022,50537610300022,1,80000,0,2006-07-07,2014-04-12,MINE DE RIEN,"12 RUE FREDERIC PETIT, 80000 AMIENS"
Non productif,"[48.866193, 2.358843]",Etablissement non employeur,-1,51749199900010,51749199900010,1,75003,0,1986-10-20,1986-10-20,ASSOCIATION SPORTIVE DU LYCEE TURGOT,"69 RUE DE TURBIGO, 75003 PARIS 3"
Non productif,"[48.830999, 2.303324]",Etablissement non employeur,-1,82401267800010,82401267800010,1,75015,0,2016-07-11,2016-07-11,SOUS LE MEME CIEL,"24 RUE DE CHAMBERY, 75015 PARIS 15"
PME,"[48.880406, 2.376545]",1 ou 2 salariés,1,81148126600021,81148126600021,1,75019,1,2015-06-01,2016-10-16,L'R EN JEU,"20 RUE EDOUARD PAILLERON, 75019 PARIS 19"
PME,"[48.89333, 2.333219]",Etablissement non employeur,-1,50766299700018,50766299700018,1,75018,0,2004-06-28,2004-06-28,PRIMAVERA EDUCATION ET SOLIDARITE INTERNATIONALE,"21 RUE VAUVENARGUES, 75018 PARIS 18"
Non productif,"[48.87722, 2.36198]",Etablissement non employeur,-1,78946495500036,78946495500010,0,75010,0,2003-04-11,2003-04-11,GREEN LOTUS - CREDDA (CTRE DE RESS ...),"8 IMPASSE BOUTRON, 75010 PARIS 10"
PME,"[48.885789, 2.355302]",1 ou 2 salariés,1,79423083900019,79423083900019,1,75018,1,2013-04-05,2013-04-05,HOME SWEET MOMES,"9 RUE ST BRUNO, 75018 PARIS 18"
PME,"[2.2966766,48.8694313]",1 ou 2 salariés,1,44093857900024,44093857900016,0,75116,0,2000-12-28,2000-12-28,LE CONCERT DE MONSIEUR DE SAINT GEORGE,"23 RUE JEAN GIRAUDOUX, 75116 PARIS 16"
PME,"[48.824828, 2.355871]",3 à 5 salariés,2,48538778100050,48538778100050,1,75013,1,1998-06-25,2020-01-06,PREAUT (PROGRAMME DE RECHERCHES ET D'ETUDES SUR L'AUTISME),"13 RUE DU DOCTEUR LAURENT, 75013 PARIS 13"
Non productif,"[48.853334, 2.362032]",Etablissement non employeur,-1,82510879800018,82510879800018,1,75004,0,2015-10-14,2015-10-14,TATTOO DES CAPITALES,"14 RUE CHARLES-V, 75004 PARIS 4"
PME,"[48.889217, 2.305086]",0 salarié,0,42170542700050,42170542700043,0,75017,1,1993-02-01,2014-04-01,LMCOMPANY,"123 RUE DE TOCQUEVILLE, 75017 PARIS 17"
PME,"[48.880406, 2.376545]",3 à 5 salariés,2,38780339800057,38780339800057,1,75019,1,1991-09-14,2012-05-24,LIGUE IMPROVISATION FRANCAISE IDF-PARIS,"20 RUE EDOUARD PAILLERON, 75019 PARIS 19"
Non productif,"[48.856222, 2.367392]",Etablissement non employeur,-1,81862104700013,81862104700013,1,75003,0,2015-09-27,2015-09-27,FEDERATION GENIUS,"50 RUE DES TOURNELLES, 75003 PARIS 3"
Non productif,"[48.850742, 2.439888]",Etablissement non employeur,-1,89808017100025,89808017100025,1,94300,0,2020-09-06,2021-06-16,TES TOI ET CLOWN,"40 RUE DIDEROT, 94300 VINCENNES"
ETI,"[48.848447, 2.274505]",0 salarié,0,77568891400016,77568891400016,1,75016,0,1900-01-01,1900-01-01,OEUVRE HOSPITALITE TRAVAIL,"52 AVENUE DE VERSAILLES, 75016 PARIS 16"
PME,"[48.892339, 2.359625]",6 à 9 salariés,3,41826507000023,41826507000015,0,75018,1,1997-03-01,1997-03-01,ATOUTS COURS,"29 RUE DE LA CHAPELLE, 75018 PARIS 18"
PME,"[48.892039, 2.398566]",20 à 49 salariés,12,50486273100016,50486273100016,1,93500,1,2008-04-20,2008-04-20,COALITION INTERNATIONALE SIDA,"14 RUE SCANDICCI, 93500 PANTIN"
Non productif,"[48.872688, 2.413097]",Etablissement non employeur,-1,52789569200020,52789569200020,1,75020,0,1961-02-13,2011-11-01,LA BOULE SPORTIVE DU XXE ARRONDISSEMENT,"26 RUE DE NOISY LE SEC, 75020 PARIS 20"
PME,"[48.867828, 2.372827]",1 ou 2 salariés,1,40868497500035,40868497500035,1,75011,1,1996-08-02,2016-02-27,LES BRULEURS DE PONT,"122 AVENUE PARMENTIER, 75011 PARIS 11"
PME,"[48.833826, 2.347562]",1 ou 2 salariés,1,49971513400023,49971513400023,1,75013,1,2007-04-01,2009-10-13,ECOLE PARISIENNE DU JEU D'ECHEC,"79 RUE PASCAL, 75013 PARIS 13"
PME,"[48.835537, 2.29519]",1 ou 2 salariés,1,53211720700045,53211720700037,0,75015,1,2011-03-24,2015-08-21,PARIS BASKET 15,"14 RUE EUGENE GIBEZ, 75015 PARIS 15"
Non productif,"[48.861266, 2.378502]",Etablissement non employeur,-1,84138306000016,84138306000016,1,75011,0,2011-05-10,2011-05-10,ASSOCIATION FRANCO-POLONAISE DES JOURNALISTES ET AMIS DES ARTS ET DES LETTRES,"8 RUE DU GENERAL RENAULT, 75011 PARIS 11"
Non productif,"[48.851126, 2.337002]",Etablissement non employeur,-1,83058193000013,83058193000013,1,75006,0,2017-04-19,2017-04-19,AUTOMATISATION CITOYENNE,"4 RUE DE TOURNON, 75006 PARIS 6"
PME,"[48.890069, 2.347335]",1 ou 2 salariés,1,40207958600069,40207958600069,1,75018,1,1995-04-20,2019-11-04,ASSOCIATION UCORNE,"15 PASSAGE RAMEY, 75018 PARIS 18"
PME,"[48.872002, 2.366549]",Etablissement non employeur,-1,79189768900034,79189768900018,0,75010,0,2013-02-19,2013-02-19,LA TROIKA DE MINUIT,"12 RUE MARIE ET LOUISE, 75010 PARIS 10"
PME,"[48.861266, 2.378502]",1 ou 2 salariés,1,44932124900020,44932124900020,1,75011,1,2003-05-14,2010-12-10,LES VOIX ANDALOUSES,"8 RUE DU GENERAL RENAULT, 75011 PARIS 11"
Non productif,"[48.882227, 2.366319]",Etablissement non employeur,-1,79414762900016,79414762900016,1,75010,0,2013-05-30,2013-05-30,LA MAUDITE ASS POUR LA CREATION EN ART CONTEMPORAIN ET POUR LA DIFFUSION DE L ART DU BRESIL EN FRANCE,"235 RUE DU FAUBOURG SAINT MARTIN, 75010 PARIS 10"
Non productif,"[48.858629, 2.329547]",Etablissement non employeur,-1,81822609400014,81822609400014,1,75007,0,2015-12-19,2015-12-19,PHOENIX OISEAU ROI,"44 RUE DE LILLE, 75007 PARIS 7"
Non productif,"[48.858465, 2.305434]",Etablissement non employeur,-1,44806189500018,44806189500018,1,75007,0,1979-01-26,1979-01-26,ASS SPORTIVE SCOLAIRE COLL JULES-ROMAINS,"6 RUE CLER, 75007 PARIS 7"
Non productif,"[48.839142, 2.260681]",Etablissement non employeur,-1,49406028800011,49406028800011,1,75016,0,2006-04-26,2006-04-26,030 ENSEMBLE VOCAL 0 TRENTE,"196 AVENUE DE VERSAILLES, 75016 PARIS 16"
Non productif,"[48.874386, 2.364722]",Etablissement non employeur,-1,80958730600014,80958730600014,1,75010,0,2014-10-01,2014-10-01,MGNIG ATELIER EDUCATIF FRANCO-ARMENIEN,"10 CITÉ HERON, 75010 PARIS 10"
Non productif,"[48.84494, 2.395516]",Etablissement non employeur,-1,80271100200013,80271100200013,1,75012,0,2014-02-20,2014-02-20,LES 12 COURTS DE MINUIT,"36 RUE DE PICPUS, 75012 PARIS 12"
PME,"[48.861381, 2.40615]",10 à 19 salariés,11,49457785100020,49457785100020,1,75020,1,2006-05-10,2011-05-23,TRACES THEORIE REFLEXE APPREND COMM EDUCAT SCIENTIF,"23 RUE DES BALKANS, 75020 PARIS 20"
Non productif,"[42.332429, 9.413636]",Etablissement non employeur,-1,84887834400011,84887834400011,1,20234,0,2018-12-08,2018-12-08,MED' IN CORSE,"RD 71 - LIEU-DIT PIED D'ALESANI, 20234 VALLE D'ALESANI"
PME,"[48.877926, 2.385191]",6 à 9 salariés,3,32419221000056,32419221000056,1,75019,1,1978-06-20,2003-07-01,ATELIER DU PLATEAU THEATRE ECARLATE,"5 RUE DU PLATEAU, 75019 PARIS 19"
PME,"[48.84397, 2.347452]",1 ou 2 salariés,1,41022651800018,41022651800018,1,75005,1,1996-10-08,1996-10-08,ASSO AMIS FONDATION MEMOIRE DEPORTATION,"31 BOULEVARD SAINT GERMAIN, 75005 PARIS 5"
PME,"[48.822633, 2.361318]",1 ou 2 salariés,1,79082459300020,79082459300020,1,75013,1,2013-02-27,2017-02-01,KEUR KAMER,"11 RUE CAILLAUX, 75013 PARIS 13"
PME,"[2.2738508,48.8617648]",1 ou 2 salariés,1,39155884800050,39155884800043,0,75116,0,1992-07-01,2011-05-20,MEMOIRE 2000,"12 RUE JEAN RICHEPIN, 75116 PARIS 16"
PME,"[48.833254, 2.296467]",6 à 9 salariés,3,32768644000022,32768644000014,0,75015,1,1983-01-01,1983-01-01,LA RIBAMBELLE,"19 RUE ROBERT LINDET, 75015 PARIS 15"
PME,"[48.862293, 2.399418]",6 à 9 salariés,3,52978846500043,52978846500043,1,75020,1,2010-11-10,2019-05-11,VENI VERDI,"18 RUE RAMUS, 75020 PARIS 20"
PME,"[48.862293, 2.399418]",1 ou 2 salariés,1,49797636500054,49797636500054,1,75020,0,2007-03-01,2019-02-01,PARIS ACADEMIE RESPECT INTEGRITE SPORT,"18 RUE RAMUS, 75020 PARIS 20"
Non productif,"[48.850733, 2.300664]",Etablissement non employeur,-1,49359050900011,49359050900011,1,75015,0,2006-03-08,2006-03-08,CINEMA POUR TOUS,"45 AVENUE DE LA MOTTE PICQUET, 75015 PARIS 15"
PME,"[48.875473, 2.360117]",3 à 5 salariés,2,40218246300032,40218246300032,1,75010,1,1995-08-08,2004-10-01,ASSOCIATION 4 D,"150 RUE DU FAUBOURG SAINT MARTIN, 75010 PARIS 10"
Non productif,"[48.825518, 2.361045]",Etablissement non employeur,-1,80446650600016,80446650600016,1,75013,0,2013-09-19,2013-09-19,L'ENVERS DE L'ART,"111 AVENUE D IVRY, 75013 PARIS 13"
PME,"[48.862724, 2.348023]",0 salarié,0,78424388300021,78424388300021,1,75001,1,1900-01-01,2011-04-01,EQUIPES ACTION CONTRE LE PROXENETISME,"14 RUE MONDETOUR, 75001 PARIS 1"
Non productif,"[48.847657, 2.316418]",Etablissement non employeur,-1,53756427000016,53756427000016,1,75007,0,2009-11-10,2009-11-10,FEDERAT NATIONALE ANCIEN COMBATTANT ALGERIE TUN ISIE MAROC,"63 BOULEVARD DES INVALIDES, 75007 PARIS 7"
PME,"[48.83221, 2.365375]",1 ou 2 salariés,1,51897534700023,51897534700023,1,75013,0,2009-11-01,2019-04-12,CITOYENNETE POSSIBLE,"72 RUE JEANNE D ARC, 75013 PARIS 13"
PME,"[48.874626, 2.359019]",20 à 49 salariés,12,30098452300013,30098452300013,1,75010,1,1900-01-01,1900-01-01,ASS PARENT ELEVE JARDIN ENFANT FR ALLEMA,"134 RUE DU FAUBOURG SAINT MARTIN, 75010 PARIS 10"
Non productif,"[48.877353, 2.342736]",Etablissement non employeur,-1,39025814300028,39025814300028,1,75009,0,1985-10-01,1999-01-29,BOXING ATHLETIC CLUB,"11 RUE DE MAUBEUGE, 75009 PARIS 9"
PME,"[48.904358, 2.305175]",10 à 19 salariés,11,78452290600048,78452290600048,1,92110,1,1985-04-01,2006-05-02,"UNION REGIONALE DES SCOP ILE-DE-FRANCE, CENTRE -VAL DE LOIRE ET DOM-TOM","100 RUE MARTRE, 92110 CLICHY"
PME,"[48.862392, 2.36748]",3 à 5 salariés,2,47939204500056,47939204500056,1,75011,1,2004-09-23,2012-03-31,RESEAU RAJE,"102 RUE AMELOT, 75011 PARIS 11"
Non productif,"[48.838162, 2.401728]",Etablissement non employeur,-1,87748951800010,87748951800010,1,75012,0,2019-08-30,2019-08-30,EUTOPIQUE,"125 RUE DE PICPUS, 75012 PARIS 12"
Non productif,"[48.87236, 2.387125]",Etablissement non employeur,-1,44118460300021,44118460300021,1,75020,0,2001-06-20,2017-10-19,ASSOCIATION PETITS OISEAUX PRODUCTION,"320 RUE DES PYRENEES, 75020 PARIS 20"
PME,"[48.656211, 2.408429]",50 à 99 salariés,21,78436384800010,78436384800036,0,91130,1,1900-01-01,1998-01-30,PLANETE SCIENCES,"16 PLACE JACQUES BREL, 91130 RIS-ORANGIS"
PME,"[48.885498, 2.338828]",1 ou 2 salariés,1,43937139400016,43937139400016,1,75018,1,2001-08-08,2001-08-08,PARALLEL THEATRE,"52 RUE DES TROIS FRERES, 75018 PARIS 18"
PME,"[48.897987, 2.358661]",1 ou 2 salariés,1,81114526700019,81114526700019,1,75018,1,2011-11-14,2011-11-14,ASSOCIATION VIVRE 93,"93 RUE DE LA CHAPELLE, 75018 PARIS 18"
PME,"[48.893109, 2.134538]",Etablissement non employeur,-1,82068254000027,82068254000027,1,78110,1,2016-05-25,2018-02-14,ASSOCIATION LES PETITES VERTUS,"39 RUE ALPHONSE PALLU, 78110 LE VESINET"
PME,"[48.851637, 2.375152]",Etablissement non employeur,-1,79016324000019,79016324000019,1,75011,1,2012-11-26,2012-11-26,COWORKCRECHE,"89 RUE DU FBG ST ANTOINE, 75011 PARIS 11"
PME,"[48.807741, 2.389072]",3 à 5 salariés,2,53798494000016,53798494000016,1,94200,1,2011-08-12,2011-08-12,NE ROUGISSEZ PAS!,"66 RUE MARAT, 94200 IVRY-SUR-SEINE"
PME,"[48.881152, 2.358831]",Etablissement non employeur,-1,49224955200026,49224955200026,1,75010,0,2005-02-28,2016-06-10,AVEC NOS AINEES,"16 RUE DEMARQUAY, 75010 PARIS 10"
PME,"[48.895474, 2.332919]",50 à 99 salariés,21,44801399500015,44801399500015,1,75018,1,1907-08-06,1907-08-06,CHAMPIONNET SPORTS,"14 RUE GEORGETTE AGUTTE, 75018 PARIS 18"
Non productif,"[48.861266, 2.378502]",Etablissement non employeur,-1,82358653200025,82358653200025,1,75011,0,2016-09-20,2019-09-12,PROMETHEE EDUCATION,"8 RUE DU GENERAL RENAULT, 75011 PARIS 11"
PME,"[48.882802, 2.439983]",6 à 9 salariés,3,50948953000030,50948953000030,1,93230,1,2008-08-27,2015-08-01,MAISON DES JONGLAGES,"22 RUE DE LA REPUBLIQUE, 93230 ROMAINVILLE"
PME,"[48.884816, 2.328205]",1 ou 2 salariés,1,79118462500014,79118462500014,1,75018,1,2012-12-04,2012-12-04,MULTIKULTI MEDIA,"21 PASSAGE LATHUILLE, 75018 PARIS 18"
PME,"[48.868018, 2.407364]",Etablissement non employeur,-1,82419161300010,82419161300010,1,75020,1,2017-01-01,2017-01-01,ASSOCIATION POUR UN THEATRE UNIVERSEL MASQUE AFRICAIN,"16 RUE ALPHONSE PENAUD, 75020 PARIS 20"
PME,"[46.902668, 5.772358]",Etablissement non employeur,-1,49048533100048,49048533100030,0,39600,1,2006-06-02,2012-04-13,SAUVAGES,"10 RUE DE L'HOTEL DE VILLE, 39600 ARBOIS"
PME,"[48.866588, 2.371077]",1 ou 2 salariés,1,44306055300023,44306055300023,1,75011,1,1995-03-01,2012-11-30,FRANCOPHONIE ET CULTURES PARTAGEES,"4 RUE DE LA PIERRE LEVEE, 75011 PARIS 11"
Non productif,"[48.821105, 2.372547]",Etablissement non employeur,-1,52524654200019,52524654200019,1,75013,0,2010-06-04,2010-06-04,TARBAYAVIDEO,"19 AVENUE CLAUDE REGAUD, 75013 PARIS 13"
PME,"[48.864045, 2.362217]",Etablissement non employeur,-1,45002916000022,45002916000022,1,75003,1,2003-08-25,2004-12-16,TES P'TITES MAINS VERTES,"5 RUE PERREE, 75003 PARIS 3"
PME,"[48.881784, 2.36872]",Etablissement non employeur,-1,49448747300022,49448747300022,1,75010,0,2006-11-20,2009-01-13,LGBT DANCE PRIDE OFF,"206 QUAI DE VALMY, 75010 PARIS 10"
PME,"[48.850016, 2.286431]",3 à 5 salariés,2,31497550900014,31497550900014,1,75015,1,1979-01-01,1979-01-01,C.D PARIS HAND-BALL,"36 RUE EMERIAU, 75015 PARIS 15"
PME,"[48.864045, 2.362217]",Etablissement non employeur,-1,51765264000049,51765264000049,1,75003,1,2004-11-02,2019-03-01,AQUA B DEVELOPPEMENT 75,"5 RUE PERREE, 75003 PARIS 3"
PME,"[48.888159, 2.376306]",10 à 19 salariés,11,40766804500054,40766804500054,1,75019,1,1996-04-10,2008-07-01,OBSERVATOIRE INT PRISONS SECTION FRANCAI,"7 RUE RIQUET, 75019 PARIS 19"
PME,"[48.85688, 2.430066]",3 à 5 salariés,2,81222292500032,81222292500032,1,93100,1,2015-06-10,2020-08-01,ETONNANT CINEMA,"87 RUE DE PARIS, 93100 MONTREUIL"
PME,"[48.8142, 2.337895]",1 ou 2 salariés,1,39307507200024,39307507200024,1,94250,1,1993-11-05,1995-06-23,PLATEAU 31 - COMPAGNIE MACK ET LES GARS,"31 RUE HENRI KLEYNHOFF, 94250 GENTILLY"
Non productif,"[48.849534, 2.325003]",Etablissement non employeur,-1,53750192600019,53750192600019,1,75006,0,1999-10-11,1999-10-11,ASS SAINT   PLACIDE CHERCHE MIDI,"11 RUE ST PLACIDE, 75006 PARIS 6"
PME,"[48.8073, 2.129102]",20 à 49 salariés,12,31906037200038,31906037200038,1,78000,1,1980-05-06,1988-08-01,INTER AIDE,"44 RUE DE LA PAROISSE, 78000 VERSAILLES"
PME,"[48.897601, 2.352789]",1 ou 2 salariés,1,45404094000032,45404094000032,1,75018,0,2004-04-10,2012-06-22,COMITE DEPART SPORTIF LEO LAGRANGE PARIS,"150 RUE DES POISSONNIERS, 75018 PARIS 18"
Non productif,"[48.881876, 2.363271]",Etablissement non employeur,-1,82063321200015,82063321200015,1,75010,0,2016-05-11,2016-05-11,PARIS BULLES PLONGEE,"28 RUE DE CHATEAU LANDON, 75010 PARIS 10"
PME,"[48.878068, 2.391499]",Etablissement non employeur,-1,45071828300010,45071828300010,1,75019,1,2001-10-10,2001-10-10,FOOTBALL CLUB ANTILLAIS PARIS 19ÈME,"18 RUE DE CRIMEE, 75019 PARIS 19"
PME,"[48.968383, 2.306734]",1 ou 2 salariés,1,82306681600013,82306681600013,1,95880,1,2016-07-20,2016-07-20,JEUNE & ENGAGE,"33 RUE DE MALLEVILLE, 95880 ENGHIEN-LES-BAINS"
PME,"[48.867777, 2.388608]",0 salarié,0,82361489600012,82361489600012,1,75020,1,2016-11-14,2016-11-14,L'ELEPHANT OSE,"111 RUE DES AMANDIERS, 75020 PARIS 20"
PME,"[48.837446, 2.360283]",3 à 5 salariés,2,48380729300020,48380729300012,0,75013,1,2005-08-02,2005-08-02,SPORTING CLUB NORD PARISIEN,"97 BOULEVARD DE L HOPITAL, 75013 PARIS 13"
PME,"[48.890284, 2.368527]",1 ou 2 salariés,1,42100214800052,42100214800045,0,75019,1,1996-10-23,2012-08-10,ARS LONGA,"104 RUE D AUBERVILLIERS, 75019 PARIS 19"
Non productif,"[48.870558, 2.391448]",Etablissement non employeur,-1,85300107100010,85300107100010,1,75020,0,2017-01-11,2017-01-11,PADAMOQ (POUR AGIR DANS MON QUARTIER),"35 RUE DE L ERMITAGE, 75020 PARIS 20"
Non productif,"[48.856895, 2.383148]",Etablissement non employeur,-1,51903632100015,51903632100015,1,75011,0,2006-11-10,2006-11-10,UNION SPORTIVE PARIS XIEME,"4 RUE MERCOEUR, 75011 PARIS 11"
Non productif,"[48.823358, 2.349633]",Etablissement non employeur,-1,51822374800014,51822374800014,1,75013,0,2009-06-15,2009-06-15,AVENTURE KACILA,"11 RUE DE LA FONTAINE A MULARD, 75013 PARIS 13"
PME,"[48.866904, 2.348451]",1 ou 2 salariés,1,42037523000109,42037523000109,1,75002,1,1998-04-01,2018-07-01,TECHNOPOL- TECHNO PARADE,"81 RUE REAUMUR, 75002 PARIS 2"
PME,"[48.857647, 2.374117]",0 salarié,0,40830739500033,40830739500033,1,75011,1,1996-01-01,2017-01-15,LES PETITS RUISSEAUX,"26 RUE BREGUET, 75011 PARIS 11"
Non productif,"[48.859963, 2.357272]",Etablissement non employeur,-1,53831996300012,53831996300012,1,75003,0,1968-08-01,1968-08-01,SOCIETE DE L'HISTOIRE DE PARIS ET DE L'ILE DE FRANCE,"60 RUE DES FRANCS BOURGEOIS, 75003 PARIS 3"
PME,"[48.827543, 2.373947]",20 à 49 salariés,12,45305867900052,45305867900037,0,75013,1,2003-10-01,2009-04-01,SOLIDARITE THERAPEUTIQUE ET INITIATIVES POUR LA SANTE,"58 RUE DU DESSOUS DES BERGES, 75013 PARIS 13"
PME,"[48.854247, 2.373564]",10 à 19 salariés,11,32830960400028,32830960400028,1,75011,1,1983-05-15,2013-11-12,STUDIO DES VARIETES,"20 PASSAGE THIERE, 75011 PARIS 11"
PME,"[48.871493, 2.367967]",1 ou 2 salariés,1,53055014400048,53055014400048,1,75010,1,2010-12-28,2020-11-01,FAIRE UN MONDE EQUITABLE,"31 RUE BICHAT, 75010 PARIS 10"
PME,"[48.87077, 2.348456]",1 ou 2 salariés,1,79765211200013,79765211200013,1,75010,1,2012-11-07,2012-11-07,LES AMI(E)S DU COMEDY CLUB,"42 BOULEVARD DE BONNE NOUVELLE, 75010 PARIS 10"
PME,"[48.895754, 2.35314]",3 à 5 salariés,2,31738533400014,31738533400014,1,75018,1,1979-01-01,1979-01-01,TOUS BENEVOLES,"130 RUE DES POISSONNIERS, 75018 PARIS 18"
Non productif,"[48.841497, 2.343037]",Etablissement non employeur,-1,80973010400019,80973010400019,1,75005,0,1977-03-07,1977-03-07,AS LUCAS DE NEHOU,"4 RUE DES FEUILLANTINES, 75005 PARIS 5"
Non productif,"[48.822633, 2.361318]",Etablissement non employeur,-1,42495327100030,42495327100030,1,75013,0,1999-05-06,2014-07-11,ASSOT GRIMPE PARIS 13,"11 RUE CAILLAUX, 75013 PARIS 13"
PME,"[48.862045, 2.38375]",Etablissement non employeur,-1,84472183700012,84472183700012,1,75011,1,2018-11-27,2018-11-27,RESEAU PARISIEN DES ATELIERS VELO PARTICIPATIFS ET SOLIDAIRES - REPAR,"125 RUE DU CHEMIN VERT, 75011 PARIS 11"
PME,"[50.638141, 3.055995]",Etablissement non employeur,-1,49806703200025,49806703200017,0,59800,0,2006-10-11,2006-10-11,PING SANS FRONTIERES,"18 RUE DE LA HALLOTERIE, 59800 LILLE"
PME,"[48.852358, 2.328897]",3 à 5 salariés,2,43944673300024,43944673300024,1,75007,1,2001-06-27,2014-08-01,LOISIRS ET PROGRES,"76 RUE DES SAINTS PERES, 75007 PARIS 7"
PME,"[48.877, 2.366688]",6 à 9 salariés,3,39536737800027,39536737800027,1,75010,1,1993-12-01,2009-06-15,ASSOCIATION LES PETITS LARDONS,"20 RUE DES ECLUSES ST MARTIN, 75010 PARIS 10"
Non productif,"[48.852224, 2.288189]",Etablissement non employeur,-1,81976513200017,81976513200017,1,75015,0,2014-04-10,2014-04-10,OSEZ LA MEDIATION,"18 RUE DU DOCTEUR FINLAY, 75015 PARIS 15"
Non productif,"[48.838933, 2.28619]",Etablissement non employeur,-1,81176813400017,81176813400017,1,75015,0,2015-04-30,2015-04-30,REPUBLIC OF FIGHTERS,"20 RUE JEAN MARIDOR, 75015 PARIS 15"
PME,"[48.841, 2.349565]",1 ou 2 salariés,1,51010165200020,51010165200012,0,75005,1,2008-02-14,2008-02-14,LOBA,"106 RUE MOUFFETARD, 75005 PARIS 5"
Non productif,"[47.906195, 1.927233]",Etablissement non employeur,-1,53964491400027,53964491400027,1,45000,0,2009-05-29,2015-08-27,ALLIANCE INTERNATIONALE DES FEMMES DE FRANCE ET MADAGASCAR - AIFM,"73 RUE ST MARC, 45000 ORLEANS"
PME,"[48.857192, 2.369332]",10 à 19 salariés,11,38267556900075,38267556900075,1,75011,1,1990-09-01,2019-04-24,DESSINE-MOI UN MOUTON,"6 RUE DU CHEMIN VERT, 75011 PARIS 11"
PME,"[48.833742, 2.366102]",0 salarié,0,34796946100024,34796946100024,1,75013,1,1988-06-14,2002-04-16,COMPAGNIE PICROKOLE,"7 SQUARE DUNOIS, 75013 PARIS 13"
PME,"[48.858324, 2.372669]",3 à 5 salariés,2,51361102000035,51361102000035,1,75011,1,2009-06-01,2017-06-28,SEVES,"28 RUE DU CHEMIN VERT, 75011 PARIS 11"
PME,"[48.887805, 2.388746]",1 ou 2 salariés,1,50446331600019,50446331600019,1,75019,1,2007-05-14,2007-05-14,ASSOC L IMPOSSIBLE,"181 AVENUE JEAN JAURES, 75019 PARIS 19"
PME,"[48.880508, 2.367357]",1 ou 2 salariés,1,44010708400012,44010708400012,1,75010,1,2001-10-20,2001-10-20,LEVEZ LE RIDEAU,"185 QUAI DE VALMY, 75010 PARIS 10"
ETI,"[48.871274, 2.374546]",500 à 999 salariés,41,77568133100176,77568133100176,1,75010,1,1900-01-01,1997-04-01,OEUVRE DE SECOURS AUX ENFANTS,"117 RUE DU FBG DU TEMPLE, 75010 PARIS 10"
Non productif,"[48.878125, 2.372581]",Etablissement non employeur,-1,50853434400017,50853434400017,1,75019,0,2006-09-01,2006-09-01,MATHURIN MOREAU SIMON BOLIVAR CHAUFOURNIERS,"18 AVENUE MATHURIN MOREAU, 75019 PARIS 19"
Non productif,"[48.815521, 2.381338]",Etablissement non employeur,-1,83965687300032,83965687300032,1,94200,0,2018-02-26,2020-06-23,MADE IN WAACK,"1 RUE PIERRE BROSSOLETTE, 94200 IVRY-SUR-SEINE"
PME,"[48.886899, 2.335749]",0 salarié,0,80356466500021,80356466500013,0,75018,0,2013-11-11,2013-11-11,COLLECTIF 49701,"25 RUE THOLOZE, 75018 PARIS 18"
